file,class,x_center,y_center,width,height
009cbc0a-09152008flight2tape3_431.png,0,0.5145805293853747,0.496635262449529,0.09241812471960514,0.08882907133243606
009cbc0a-09152008flight2tape3_431.png,0,0.6096904441453567,0.5928667563930012,0.101390758187528,0.07940780619111706
009cbc0a-09152008flight2tape3_431.png,0,0.9187976671152984,0.65814266487214,0.09152086137281301,0.08613728129205925
009cbc0a-09152008flight2tape3_431.png,0,0.8618214445939885,0.8613728129205921,0.11754149842978918,0.0699865410497982
009cbc0a-09152008flight2tape3_431.png,0,0.8851502916105878,0.9057873485868104,0.09062359802602074,0.059219380888290665
015e2a80-out_2_2_92.png,0,0.3019291161956034,0.7806191117092867,0.1498429789143113,0.12920592193808886
02a1d698-out_2_3_19.png,0,0.5428443248093315,0.5235531628532974,0.0681920143562136,0.12113055181695835
069e4b52-out_2_3_126.png,0,0.16913414087034545,0.8021534320323015,0.09241812471960519,0.09421265141318969
069e4b52-out_2_3_126.png,0,0.05877074921489458,0.8304172274562583,0.08882907133243607,0.13728129205921946
069e4b52-out_2_3_126.png,0,0.531628532974428,0.7301480484522207,0.0798564378645132,0.09286675639300142
06b65cae-09152008flight2tape3_951.png,0,0.09825033647375506,0.23082099596231495,0.10856886496186631,0.10094212651413188
06b65cae-09152008flight2tape3_951.png,0,0.46523104531179904,0.4488559892328398,0.13728129205921938,0.09286675639300135
06b65cae-09152008flight2tape3_951.png,0,0.5437415881561237,0.6110363391655451,0.1292059219380888,0.10497981157469724
06c8cae3-out_2_3_226.png,0,0.07043517272319426,0.6635262449528938,0.05473306415432929,0.11574697173620456
06c8cae3-out_2_3_226.png,0,0.35486765365634815,0.5262449528936743,0.07447285778375956,0.10228802153432029
06c8cae3-out_2_3_226.png,0,0.42261103633916547,0.8835800807537012,0.13279497532525802,0.09555854643337809
06c8cae3-out_2_3_226.png,0,0.5141318977119785,0.4946164199192463,0.05204127411395241,0.06864064602960966
096b623b-out_2_3_223.png,0,0.23373710183938984,0.8761776581426648,0.09959623149394346,0.129205921938089
096b623b-out_2_3_223.png,0,0.3611484970838941,0.5868102288021535,0.09241812471960519,0.13728129205921938
096b623b-out_2_3_223.png,0,0.5136832660385824,0.49125168236877526,0.1031852848811126,0.1292059219380888
096b623b-out_2_3_223.png,0,0.7765814266487214,0.9481830417227457,0.12292507851054282,0.10363391655450868
096b623b-out_2_3_223.png,0,0.6850605652759085,0.9104979811574697,0.08165096455809774,0.10363391655450885
0bde31bb-09152008flight2tape3_435.png,0,0.5123373710183938,0.49327052489905776,0.10946612830865861,0.10632570659488558
0bde31bb-09152008flight2tape3_435.png,0,0.5850157021085688,0.6298788694481829,0.11305518169582766,0.08882907133243599
0bde31bb-09152008flight2tape3_435.png,0,0.9035441902198296,0.762449528936743,0.09869896814715119,0.09555854643337824
